player_id,player_name,position,age,birth_year,draft_year,draft_round,draft_pick,draft_ovr,height,weight,season,season_type,team,conference,division,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempts,complete_pass,incomplete_pass,passing_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,receptions,targets,passing_air_yards,receiving_air_yards,receiving_touchdown,pass_attempts_redzone,complete_pass_redzone,pass_touchdown_redzone,pass_attempts_gtg,complete_pass_gtg,pass_touchdown_gtg,receptions_redzone,targets_redzone,receiving_touchdown_redzone,receptions_gtg,targets_gtg,receiving_touchdown_gtg,rush_attempts_redzone,rush_touchdown_redzone,rush_attempts_gtg,rush_touchdown_gtg,offense_snaps,team_offense_snaps,total_tds,touches,total_yards,depth_team,games_missed,offense_pct,age2,years_exp,games_played_season,games_played_career,season_shotgun,season_no_huddle,season_qb_dropback,season_qb_scramble,season_pass_attempts,season_complete_pass,season_incomplete_pass,season_passing_yards,season_receiving_yards,season_yards_after_catch,season_rush_attempts,season_rushing_yards,season_tackled_for_loss,season_first_down_pass,season_first_down_rush,season_third_down_converted,season_third_down_failed,season_fourth_down_converted,season_fourth_down_failed,season_rush_touchdown,season_pass_touchdown,season_safety,season_interception,season_fumble,season_fumble_lost,season_fumble_forced,season_fumble_not_forced,season_fumble_out_of_bounds,season_receptions,season_targets,season_passing_air_yards,season_receiving_air_yards,season_receiving_touchdown,season_pass_attempts_redzone,season_complete_pass_redzone,season_pass_touchdown_redzone,season_pass_attempts_gtg,season_complete_pass_gtg,season_pass_touchdown_gtg,season_receptions_redzone,season_targets_redzone,season_receiving_touchdown_redzone,season_receptions_gtg,season_targets_gtg,season_receiving_touchdown_gtg,season_rush_attempts_redzone,season_rush_touchdown_redzone,season_rush_attempts_gtg,season_rush_touchdown_gtg,season_fantasy_points_ppr,season_fantasy_points_standard,season_offense_snaps,season_team_offense_snaps,season_total_tds,season_touches,season_total_yards,season_average_pass_touchdown_redzone,career_average_pass_touchdown_redzone,season_average_pass_attempts_gtg,career_average_pass_attempts_gtg,season_average_complete_pass_gtg,career_average_complete_pass_gtg,season_average_pass_touchdown_gtg,career_average_pass_touchdown_gtg,season_average_receptions_redzone,career_average_receptions_redzone,season_average_targets_redzone,career_average_targets_redzone,season_average_receiving_touchdown_redzone,career_average_receiving_touchdown_redzone,season_average_receptions_gtg,career_average_receptions_gtg,season_average_targets_gtg,career_average_targets_gtg,season_average_receiving_touchdown_gtg,career_average_receiving_touchdown_gtg,season_average_rush_attempts_redzone,career_average_rush_attempts_redzone,season_average_rush_touchdown_redzone,career_average_rush_touchdown_redzone,season_average_rush_attempts_gtg,career_average_rush_attempts_gtg,season_average_rush_touchdown_gtg,career_average_rush_touchdown_gtg,season_average_fantasy_points_ppr,career_average_fantasy_points_ppr,season_average_fantasy_points_standard,career_average_fantasy_points_standard,season_average_offense_snaps,career_average_offense_snaps,season_average_team_offense_snaps,career_average_team_offense_snaps,season_average_total_tds,career_average_total_tds,season_average_touches,career_average_touches,season_average_total_yards,career_average_total_yards,season_comp_pct,season_int_pct,season_pass_touchdown_pct,season_ypa,season_rec_td_pct,season_yptarget,season_ypr,season_rush_td_pct,season_ypc,season_td_pct,season_yptouch,season_pass_ypg,season_rec_ypg,season_rush_ypg,season_ypg,season_average_ppr_ppg,season_average_standard_ppg,career_comp_pct,career_int_pct,career_pass_touchdown_pct,career_ypa,career_rec_td_pct,career_yptarget,career_ypr,career_rush_td_pct,career_ypc,career_td_pct,career_yptouch,career_pass_ypg,career_rec_ypg,career_rush_ypg,career_ypg,career_average_ppr_ppg,career_average_standard_ppg,passer_rating,adot,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,td_pct,yptouch,,,,,,
00-0036652,Racey McMath,WR,22,1999,2021,6,21,205,75,217,2021,REG,TEN,AFC,South,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,197,0,0,0,2,14,0.19796954314720813,22,0,3,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,197,0,0,0,0,,0,,0,,0,,0,,0.33,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,13,,65.67,,0,,0,,0,,,,,,0,0,,,,,,0,0,0,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,0,0,15.333,,,,,0,0,15.33,,,,,,,,,,,
00-0036652,Racey McMath,WR,23,1999,2021,6,21,205,75,217,2022,REG,TEN,AFC,South,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,76,0,1,4,3,16,0.17105263157894737,23,1,1,4,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,13,76,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.4,13,52,76,273,0,0,1,1,4,4,,,,,,,,0,4,0,4,0,0,4,4,0.4,0.4,,,,,0,0,,0,4,0,4,0,0,1,0.25,0.1,0.1,0,,,,,,,,,,0,4,0,4,,,,,,
00-0037256,Rachaad White,RB,23,1999,2022,3,27,91,72,214,2022,REG,TB,NFC,South,105,28,58,0,0,0,0,0,280,309,130,481,10,13,27,15,10,1,1,1,2,0,0,2,2,2,0,0,50,58,0,-18,2,0,0,0,0,0,0,6,8,2,1,1,1,12,1,4,1,463,1154,5,180,761,2,1,0.40121317157712305,23,0,16,16,105,28,58,0,0,0,0,0,280,309,130,481,10,13,27,15,10,1,1,1,2,0,0,2,2,2,0,0,50,58,0,-18,2,0,0,0,0,0,0,6,8,2,1,1,1,12,1,4,1,138.1,88.1,463,1154,0.31,11.25,47.56,0,,0,,0,,0,,0.38,,0.5,,0.12,,0.06,,0.06,,0.06,,0.75,,0.06,,0.25,,0.06,,8.63,,5.51,,28.94,,72.12,,0.31,,11.25,,47.56,,,,,,0.034,4.83,5.6,0.008,3.7,0.03,4.23,0,17.5,30.06,2.97,8.63,5.51,,,,,0.034,4.83,5.6,0.008,3.7,0.03,4.23,0,17.5,30.06,2.97,8.63,5.51,0,-0.31,,,0,,0.034,4.83,-0.31,5.6,0.008,3.7,0.03,4.23,,,,,,
00-0037256,Rachaad White,RB,24,1999,2022,3,27,91,72,214,2023,REG,TB,NFC,South,218,25,70,0,0,0,0,0,549,611,272,990,17,23,46,19,21,5,1,6,3,1,0,3,2,3,0,0,64,70,0,-33,3,0,0,0,0,0,0,7,8,0,0,0,0,39,6,11,6,861,1103,12,336,1539,1,0,0.7805983680870353,24,1,17,33,218,25,70,0,0,0,0,0,549,611,272,990,17,23,46,19,21,5,1,6,3,1,0,3,2,3,0,0,64,70,0,-33,3,0,0,0,0,0,0,7,8,0,0,0,0,39,6,11,6,265.9,201.9,861,1103,0.71,19.76,90.53,0,0,0,0,0,0,0,0,0.41,13,0.47,16,0,2,0,1,0,1,0,1,2.29,51,0.35,7,0.65,15,0.35,7,15.64,404,11.88,290,50.65,1324,64.88,2257,0.71,17,19.76,516,90.53,2300,,,,,0.043,7.84,8.58,0.022,3.64,0.04,4.58,0,32.29,58.24,5.33,15.64,11.88,,,,,0.039,6.48,7.27,0.017,3.66,0.03,4.46,0,25.12,44.58,2.11,12.24,8.79,0,-0.471,,,0,,0.043,7.84,-0.47,8.58,0.022,3.64,0.04,4.58,,,,,,
00-0037256,Rachaad White,RB,25,1999,2022,3,27,91,72,214,2024,REG,TB,NFC,South,99,6,57,0,0,0,0,0,393,516,144,613,17,18,35,15,17,3,1,3,6,0,0,3,3,3,0,0,51,57,0,-109,6,0,0,0,0,0,0,11,11,5,2,2,1,21,3,8,2,573,1001,15,195,1006,1,2,0.5724275724275725,25,2,15,48,99,6,57,0,0,0,0,0,393,516,144,613,17,18,35,15,17,3,1,3,6,0,0,3,3,3,0,0,51,57,0,-109,6,0,0,0,0,0,0,11,11,5,2,2,1,21,3,8,2,196.6,145.6,573,1001,1,13,67.07,0,0,0,0,0,0,0,0,0.73,12,0.73,13.5,0.33,3.5,0.13,1.5,0.13,1.5,0.07,1,1.4,36,0.2,5,0.53,11.5,0.13,4.5,13.11,300.3,9.71,217.8,38.2,948.5,66.73,1629,1,16,13,355.5,67.07,1653,,,,,0.105,6.89,7.71,0.021,4.26,0.08,5.16,0,26.2,40.87,4.47,13.11,9.71,,,,,0.059,6.61,7.41,0.018,3.82,0.05,4.65,0,25.46,43.42,1.43,12.51,9.08,0,-1.912,,,0,,0.105,6.89,-1.91,7.71,0.021,4.26,0.08,5.16,,,,,,
00-0037429,Raheem Blackshear,RB,24,1998,2022,,,,69,190,2022,REG,CAR,NFC,South,32,3,12,0,0,0,0,0,93,105,23,77,5,3,7,2,3,0,0,3,0,0,1,0,0,0,0,0,10,11,0,-22,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,1,77,623,3,33,170,2,7,0.12359550561797752,24,0,10,10,32,3,12,0,0,0,0,0,93,105,23,77,5,3,7,2,3,0,0,3,0,0,1,0,0,0,0,0,10,11,0,-22,0,0,0,0,0,0,0,1,1,0,0,0,0,5,3,2,1,43,33,77,623,0.3,3.3,17,0,,0,,0,,0,,0.1,,0.1,,0,,0,,0,,0,,0.5,,0.3,,0.2,,0.1,,4.3,,3.3,,7.7,,62.3,,0.3,,3.3,,17,,,,,,0,8.45,9.3,0.13,3.35,0.09,5.15,0,9.3,7.7,1.7,4.3,3.3,,,,,0,8.45,9.3,0.13,3.35,0.09,5.15,0,9.3,7.7,1.7,4.3,3.3,0,-2,,0,,,0,8.45,-2,9.3,0.13,3.35,0.09,5.15,,,,,,
00-0037429,Raheem Blackshear,RB,25,1998,2022,,,,69,190,2023,REG,CAR,NFC,South,17,2,7,0,0,0,0,0,45,38,15,46,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,46,513,0,21,91,3,9,0.089668616,25,1,8,18,17,2,7,0,0,0,0,0,45,38,15,46,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,6,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,15.1,9.1,46,513,0,2.62,11.38,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.38,8,0,3,0.12,3,0,1,1.89,58.1,1.14,42.1,5.75,123,64.12,1136,0,3,2.62,54,11.38,261,,,,,0,6.43,7.5,0,3.07,0,4.34,0,5.62,5.75,1.42,1.89,1.14,,,,,0,7.67,8.62,0.079,3.24,0.06,4.83,0,7.67,6.83,0.81,3.23,2.34,0,1.857,,,,,0,6.43,1.86,7.5,0,3.07,0,4.33,,,,,,
00-0037429,Raheem Blackshear,RB,26,1998,2022,,,,69,190,2024,REG,CAR,NFC,South,6,0,0,0,0,0,0,0,0,0,15,80,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,49,184,0,15,80,2,14,0.266304348,26,2,3,21,6,0,0,0,0,0,0,0,0,0,15,80,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,49,184,0,5,26.67,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.33,4.5,0,1.5,0,1.5,0,0.5,2.67,33.05,2.67,25.05,16.33,86,61.33,660,0,1.5,5,34.5,26.67,170.5,,,,,,,,0,5.33,0,5.33,0,0,26.67,8.89,2.67,2.67,,,,,0,7.67,8.62,0.057,3.83,0.04,4.94,0,6.57,9.67,0.77,3.15,2.39,0,,,,,,,,,,0,5.33,0,5.33,,,,,,
00-0031687,Raheem Mostert,RB,25,1992,2015,,,,70,212,2017,REG,SF,NFC,West,1,3,0,0,0,0,0,0,0,0,6,30,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,247,0,6,30,2,13,0.052631579,25,2,3,3,1,3,0,0,0,0,0,0,0,0,6,30,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.220446049250313e-16,2.220446049250313e-16,13,247,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,6.5,82.33,123.5,0,0,2,3,10,15,,,,,,,,0,5,0,5,0,0,10,3.33,0,0,,,,,,,,0,5,0,5,0,0,10,3.33,0,0,0,,,,,,,,,,0,5,0,5,,,,,,
00-0031687,Raheem Mostert,RB,26,1992,2015,,,,70,212,2018,REG,SF,NFC,West,9,1,7,0,0,0,0,0,25,44,34,261,3,1,13,0,2,0,0,1,0,0,0,1,1,1,0,0,6,7,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,88,415,1,40,286,3,10,0.21204819277108433,26,3,6,9,9,1,7,0,0,0,0,0,25,44,34,261,3,1,13,0,2,0,0,1,0,0,0,1,1,1,0,0,6,7,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37.6,31.6,88,415,0.17,6.67,47.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.33,0,0,0,0,0,0,6.27,12.53,5.27,10.53,14.67,33.67,69.17,220.67,0.17,0.33,6.67,15.33,47.67,105.33,,,,,0,3.57,4.17,0.029,7.68,0.03,7.15,0,4.17,43.5,7.94,6.27,5.27,,,,,0,3.57,4.17,0.025,7.28,0.02,6.87,0,2.78,32.33,3.9,4.18,3.51,0,-0.571,,,,,0,3.57,-0.57,4.17,0.029,7.68,0.02,7.15,,,,,,
00-0031687,Raheem Mostert,RB,27,1992,2015,,,,70,212,2019,REG,SF,NFC,West,49,2,22,0,0,0,0,0,180,155,137,772,8,6,31,8,16,0,1,8,2,0,0,1,1,1,0,0,14,22,0,45,2,0,0,0,0,0,0,2,3,0,0,0,0,14,6,5,2,362,999,12,151,952,3,1,0.36236236236236236,27,4,15,24,49,2,22,0,0,0,0,0,180,155,137,772,8,6,31,8,16,0,1,8,2,0,0,1,1,1,0,0,14,22,0,45,2,0,0,0,0,0,0,2,3,0,0,0,0,14,6,5,2,166.2,152.2,362,999,0.8,10.07,63.47,0,0,0,0,0,0,0,0,0.13,0.5,0.2,0.75,0,0,0,0,0,0,0,0,0.93,3.75,0.4,1.5,0.33,1.25,0.13,0.5,11.08,50.95,10.15,45.95,24.13,115.75,66.6,415.25,0.8,3.25,10.07,49.25,63.47,317,,,,,0.091,8.18,12.86,0.058,5.64,0.08,6.3,0,12,51.47,4.23,11.08,10.15,,,,,0.069,7.07,10.25,0.051,6.01,0.07,6.43,0,8.54,44.29,2.2,8.49,7.66,0,2.045,,,0,,0.091,8.18,2.05,12.86,0.058,5.64,0.08,6.3,,,,,,
00-0031687,Raheem Mostert,RB,28,1992,2015,,,,70,212,2020,REG,SF,NFC,West,39,6,16,0,0,0,0,0,155,124,79,436,6,5,17,2,3,0,1,1,1,0,0,0,0,0,0,0,13,16,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,181,427,3,92,591,1,10,0.4238875878220141,28,5,6,30,39,6,16,0,0,0,0,0,155,124,79,436,6,5,17,2,3,0,1,1,1,0,0,0,0,0,0,0,13,16,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,84.1,71.1,181,427,0.5,15.33,98.5,0,0,0,0,0,0,0,0,0,0.4,0,0.6,0,0,0,0,0,0,0,0,1.33,4.6,0,1.2,0.67,1.8,0,0.4,14.02,57.58,11.85,50.98,30.17,128.8,71.17,417.6,0.5,3.2,15.33,57.8,98.5,371.8,,,,,0.062,9.69,11.92,0.013,5.52,0.03,6.43,0,25.83,72.67,16.42,14.02,11.85,,,,,0.067,8,10.91,0.039,5.86,0.06,6.44,0,12,49.97,2.07,9.6,8.5,0,1.938,,,0,,0.062,9.69,1.94,11.92,0.013,5.52,0.03,6.42,,,,,,
00-0031687,Raheem Mostert,RB,29,1992,2015,,,,70,212,2021,REG,SF,NFC,West,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,0,2,20,1,16,0.070175439,29,6,1,31,0,0,0,0,0,0,0,0,0,0,2,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,57,0,2,20,0,0,0,0,0,0,0,0,0,0.33,0,0.5,0,0,0,0,0,0,0,0,0,3.83,0,1,0,1.5,0,0.33,2,48.32,2,42.82,4,108,57,357.5,0,2.67,2,48.5,20,313.17,,,,,,,,0,10,0,10,0,0,20,20,2,2,,,,,0.067,8,10.91,0.039,5.89,0.06,6.45,0,11.61,49,1.96,9.35,8.29,0,,,,,,,,,,0,10,0,10,,,,,,
00-0031687,Raheem Mostert,RB,30,1992,2015,,,,70,212,2022,REG,MIA,AFC,East,105,10,42,0,0,0,0,0,202,179,181,891,15,11,44,4,8,2,1,3,2,0,1,1,1,1,0,0,31,41,0,48,2,0,0,0,0,0,0,6,7,2,1,1,1,21,2,5,1,552,979,7,212,1093,1,1,0.5638406537282942,30,7,16,47,105,10,42,0,0,0,0,0,202,179,181,891,15,11,44,4,8,2,1,3,2,0,1,1,1,1,0,0,31,41,0,48,2,0,0,0,0,0,0,6,7,2,1,1,1,21,2,5,1,165.3,134.3,552,979,0.44,13.25,68.31,0,0,0,0,0,0,0,0,0.38,1.14,0.44,1.43,0.12,0.29,0.06,0.14,0.06,0.14,0.06,0.14,1.31,6.29,0.12,1.14,0.31,2,0.06,0.43,10.33,65.03,8.39,55.89,34.5,171.43,61.19,446.29,0.44,3.29,13.25,71.86,68.31,424.57,,,,,0.049,4.93,6.52,0.017,4.92,0.03,5.16,0,12.62,55.69,4.27,10.33,8.39,,,,,0.058,6.53,8.78,0.03,5.49,0.05,5.91,0,11.96,51.28,1.35,9.69,8.32,0,1.171,,0,0,,0.049,4.93,1.17,6.52,0.017,4.92,0.03,5.16,,,,,,
00-0031687,Raheem Mostert,RB,31,1992,2015,,,,70,212,2023,REG,MIA,AFC,East,155,3,32,0,0,0,0,0,175,213,209,1012,22,6,59,10,9,1,0,18,3,0,1,4,1,4,0,1,25,31,0,-20,3,0,0,0,0,0,0,6,6,3,2,2,2,47,16,20,12,555,977,24,234,1187,1,2,0.5680655066530195,31,8,15,62,155,3,32,0,0,0,0,0,175,213,209,1012,22,6,59,10,9,1,0,18,3,0,1,4,1,4,0,1,25,31,0,-20,3,0,0,0,0,0,0,6,6,3,2,2,2,47,16,20,12,264.7,239.70000000000002,555,977,1.6,15.6,79.13,0,0,0,0,0,0,0,0,0.4,1.75,0.4,2,0.2,0.62,0.13,0.38,0.13,0.38,0.13,0.38,3.13,11.38,1.07,3,1.33,4.25,0.8,1.88,17.65,89.99,15.98,78.86,37,219.38,65.13,512.62,1.6,5.88,15.6,92.12,79.13,519.88,,,,,0.097,5.65,7,0.086,4.84,0.1,5.07,0,11.67,67.47,5.28,17.65,15.98,,,,,0.068,6.3,8.28,0.048,5.28,0.06,5.64,0,11.89,55.19,1.08,11.61,10.18,0,-0.645,,0,0,,0.097,5.65,-0.65,7,0.086,4.84,0.1,5.07,,,,,,
00-0031687,Raheem Mostert,RB,32,1992,2015,,,,70,212,2024,REG,MIA,AFC,East,69,4,24,0,0,0,0,0,161,146,85,278,14,10,13,8,11,0,0,2,0,0,0,2,2,2,0,0,19,23,0,14,0,0,0,0,0,0,0,1,2,0,0,0,0,15,2,4,1,277,800,2,104,439,1,5,0.34625,32,9,12,74,69,4,24,0,0,0,0,0,161,146,85,278,14,10,13,8,11,0,0,2,0,0,0,2,2,2,0,0,19,23,0,14,0,0,0,0,0,0,0,1,2,0,0,0,0,15,2,4,1,68.9,49.9,277,800,0.17,8.67,36.58,0,0,0,0,0,0,0,0,0.08,1.67,0.17,2,0,0.56,0,0.33,0,0.33,0,0.33,1.25,11.78,0.17,2.89,0.33,4.22,0.08,1.78,5.74,87.64,4.16,75.64,23.08,225.78,66.67,544.56,0.17,5.44,8.67,93.44,36.58,510.89,,,,,0,7,8.47,0.024,3.27,0.02,4.22,0,13.42,23.17,3.05,5.74,4.16,,,,,0.057,6.41,8.31,0.045,5.05,0.06,5.47,0,12.14,50,0.84,10.66,9.2,0,0.609,,,,,0,7,0.61,8.47,0.024,3.27,0.02,4.22,,,,,,
00-0038821,Rakim Jarrett,WR,22,2001,2023,,,,72,192,2023,REG,TB,NFC,South,8,1,9,0,0,0,0,0,60,27,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,9,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,418,0,5,60,3,11,0.19138755980861244,22,0,6,6,8,1,9,0,0,0,0,0,60,27,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,9,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,80,418,0,0.83,10,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.67,,1,,13.33,,69.67,,0,,0.83,,10,,,,,,0,6.67,15,0,0,0,12.05,0,10,0,1.67,1.67,1,,,,,0,6.67,15,0,0,0,12.05,0,10,0,1.67,1.67,1,0,15.778,,,,,0,6.67,15.78,15,0,0,0,12,,,,,,
00-0038821,Rakim Jarrett,WR,23,2001,2023,,,,72,192,2024,REG,TB,NFC,South,6,1,7,0,0,0,0,0,57,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,0,71,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,109,277,0,5,57,2,13,0.3935018050541516,23,1,4,10,6,1,7,0,0,0,0,0,57,7,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,7,0,71,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,10.7,5.7,109,277,0,1.25,14.25,0,0,0,0,0,0,0,0,0.25,1,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,20.7,1.42,11.7,27.25,189,69.25,695,0,0,1.25,10,14.25,117,,,,,0,8.14,11.4,,,0,11.4,0,14.25,0,3.56,2.68,1.42,,,,,0,7.31,13,0,0,0,11.7,0,11.7,0,1.17,2.07,1.17,0,10.143,,,,,0,8.14,10.14,11.4,,,0,11.4,,,,,,
00-0026902,Ramses Barden,WR,26,1986,2009,3,21,85,78,224,2012,REG,NYG,NFC,East,14,0,21,0,0,0,0,0,220,48,0,0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,20,0,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,199,420,0,14,220,3,10,0.4738095238095238,26,3,6,6,14,0,21,0,0,0,0,0,220,48,0,0,0,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,14,20,0,231,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,20,199,420,0,2.33,36.67,0,0,0,0,0,0,0,0,0,0,0.17,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.67,11.33,3.33,6.67,33.17,66.33,70,140,0,0,2.33,4.67,36.67,73.33,,,,,0,11,15.71,,,0,15.74,0,36.67,0,6.11,5.67,3.33,,,,,0,11,15.71,,,0,15.74,0,36.67,0,6.11,5.67,3.33,0,11.55,,0,,,0,11,11.55,15.71,,,0,15.71,,,,,,
00-0028002,Randall Cobb,WR,22,1990,2011,2,32,64,70,192,2012,REG,GB,NFC,North,99,25,104,0,0,0,0,0,954,455,10,132,0,45,7,19,17,1,1,0,8,0,3,0,0,0,0,0,80,101,0,817,8,0,0,0,0,0,0,7,8,4,2,2,2,0,0,0,0,635,1040,16,90,1086,2,1,0.6105769230769231,22,1,15,15,99,25,104,0,0,0,0,0,954,455,10,132,0,45,7,19,17,1,1,0,8,0,3,0,0,0,0,0,80,101,0,817,8,0,0,0,0,0,0,7,8,4,2,2,2,0,0,0,0,230.6,150.6,635,1040,1.07,6,72.4,0,0,0,0,0,0,0,0,0.47,7,0.53,8,0.27,4,0.13,2,0.13,2,0.13,2,0,0,0,0,0,0,0,0,15.37,230.6,10.04,150.6,42.33,635,69.33,1040,1.07,16,6,90,72.4,1086,,,,,0.079,9.45,11.92,0,13.2,0.18,12.07,0,63.6,8.8,4.83,15.37,10.04,,,,,0.079,9.45,11.92,0,13.2,0.18,12.07,0,63.6,8.8,4.83,15.37,10.04,0,8.089,,0,0,,0.079,9.45,8.09,11.92,0,13.2,0.18,12.07,,,,,,
00-0028002,Randall Cobb,WR,23,1990,2011,2,32,64,70,192,2013,REG,GB,NFC,North,46,13,45,0,0,0,0,0,378,170,4,78,0,16,1,4,8,1,0,0,2,0,1,0,0,0,0,0,29,44,0,333,2,0,0,0,0,0,0,3,9,1,1,3,1,0,0,0,0,295,350,4,33,456,2,11,0.8428571428571429,23,2,5,20,46,13,45,0,0,0,0,0,378,170,4,78,0,16,1,4,8,1,0,0,2,0,1,0,0,0,0,0,29,44,0,333,2,0,0,0,0,0,0,3,9,1,1,3,1,0,0,0,0,84.6,55.6,295,350,0.8,6.6,91.2,0,0,0,0,0,0,0,0,0.6,5,1.8,8.5,0.2,2.5,0.2,1.5,0.6,2.5,0.2,1.5,0,0,0,0,0,0,0,0,16.92,157.6,11.12,103.1,59,465,70,695,0.8,10,6.6,61.5,91.2,771,,,,,0.045,8.59,13.03,0,19.5,0.12,13.82,0,75.6,15.6,18.24,16.92,11.12,,,,,0.069,9.19,12.22,0,15,0.16,12.54,0,66.6,10.5,3.85,15.76,10.31,0,7.568,,0,0,,0.045,8.59,7.57,13.03,0,19.5,0.12,13.82,,,,,,
